KrillID,SensorName,Date,Time,User,SensorID,delta_t,Unit,Value,Unit.1,Mode,Phase,Unit.2,Amplitude,Unit.3,Temp,Unit.4,patm,Unit.5,Salinity,Unit.6,Error,Cal0,Unit.7,T0,Unit.8,O2.2nd,Unit.9,Cal2nd,Unit.10,T2nd,Unit.11,CalPressure,Unit.12,f1,dPhi1,dkSv1,dPhi2,dkSv2,m,Cal.Mode,SignalLEDCurrent,ReferenceLEDCurrent,ReferenceAmplitude,DeviceSerial,FwVersion,SensorType,BatchID,Calibration.Date,Sensor.lot,PreSens.calibrated.Sensor,Battery.Voltage,Unit.13,Sequence,FileName,MOATS,Treatment,LoadingLocation,GlassVialNumber,Species,TelsonLength..mm.,Size,dateTime,TrialID.x,percentDOassumpt,assumedSatDOmg,percentDO,obseveredSatDOmg,actualDOmg,CorTemp,SalinityConstant,oxygen,"sapply(cSlopes, I)",TrialID.y
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 17:22,default              ,117067286,2.38,min,8.852,mg/l,humid,28.875,deg,38472,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39241,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.182,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 17:22,Trial04,0.97278417,9.099654649,0.97278417,9.099654649,8.852,11,30.3,248.38712,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 17:22,default              ,117067286,2.4,min,8.866,mg/l,humid,28.858,deg,36619,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39215,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.182,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 17:22,Trial04,0.97432269,9.099654649,0.97432269,9.099654649,8.866,11,30.3,248.77996,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 19:30,default              ,117067286,130.38,min,8.935,mg/l,humid,28.774,deg,37005,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39375,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.186,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 19:30,Trial04,0.981905396,9.099654649,0.981905396,9.099654649,8.935,11,30.3,250.7161,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 18:30,default              ,117067286,69.85,min,8.873,mg/l,humid,28.85,deg,43952,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39331,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.186,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 18:30,Trial04,0.97509195,9.099654649,0.97509195,9.099654649,8.873,11,30.3,248.97638,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 18:30,default              ,117067286,69.83,min,8.867,mg/l,humid,28.857,deg,42908,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39354,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.184,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 18:30,Trial04,0.974432585,9.099654649,0.974432585,9.099654649,8.867,11,30.3,248.80802,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 18:59,default              ,117067286,99.33,min,8.903,mg/l,humid,28.813,deg,36021,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39349,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.187,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 18:59,Trial04,0.978388779,9.099654649,0.978388779,9.099654649,8.903,11,30.3,249.81818,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 18:59,default              ,117067286,99.35,min,8.907,mg/l,humid,28.808,deg,36021,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39354,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.186,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 18:59,Trial04,0.978828356,9.099654649,0.978828356,9.099654649,8.907,11,30.3,249.93042,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 18:59,default              ,117067286,99.37,min,8.915,mg/l,humid,28.798,deg,36368,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39352,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.184,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 18:59,Trial04,0.97970751,9.099654649,0.97970751,9.099654649,8.915,11,30.3,250.1549,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 18:45,default              ,117067286,84.8,min,8.849,mg/l,humid,28.879,deg,39474,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39330,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.184,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 18:45,Trial04,0.972454488,9.099654649,0.972454488,9.099654649,8.849,11,30.3,248.30294,0.00653501,Trial04_KRLr4_68
Trial04_KRLr4_68,KRLr4_68,29-Oct-19,10/29/19 17:30,default              ,117067286,10.3,min,8.847,mg/l,humid,28.882,deg,40670,uV,11,∞C,1013,mbar,30.3,pmil,0,59,deg,20,∞C,100,%a.s.,27,deg,20,∞C,1013,mbar,0.808,-0.0803,0.000433,0,0,29.87,humid,12,48.997,39229,SAAA0005000123,     p1.4.0.6 ,PSt3,191029-0,191029,194400,1,6.182,V,11,2019.10.29_RESPR_T2,blank,NA,G2,11,Euphausia pacifica,n/a,n/a,10/29/19 17:30,Trial04,0.972234699,9.099654649,0.972234699,9.099654649,8.847,11,30.3,248.24682,0.00653501,Trial04_KRLr4_68
